IDENTIFIANT_BATIMENT,NOM_HISTORIQUE ,TYPOLOGIE_SPECIFIQUE,CIVIQUE_MIN,CIVIQUE,TYPE_DE_VOIE,CIVIQUE_MAX,LIEN,VOIE,EST_OUEST,ARRONDISSEMENT,HISTORIQUE_SOMMAIRE ,DEBUT_DES_TRAVAUX,FIN_DES_TRAVAUX,CENTRO_X,CENTRO_Y
0040-31-5036-00,Maison-magasin Frédéric-Auguste-Quesnel,maison-magasin,436,436-440,rue,440,,Saint-François-Xavier,,Ville-Marie (Montréal),"Cette maison-magasin de trois étages, y compris le rez-de-chaussée, est construite en 1842. Frédéric-Auguste Quesnel est propriétaire de cet emplacement depuis près de 30 ans, lorsqu’il décide de remplacer la vieille maison en pierre d’un étage qui s’y trouvait déjà lors de son acquisition. De 1844 à 1850, les libraires et imprimeurs Armour & Ramsay y installent leur commerce dans les deux magasins du rez-de-chaussée et Hew Armour habite dans un logement situé au-dessus, les étages supérieurs des maisons-magasins étant au départ consacrés à l’habitation. Un commissaire-priseur y établit aussi sa résidence pendant quelques années au moins à compter de 1847.  

Le commerce du livre occupe une part importante de l’espace locatif de l’immeuble pendant quelques décennies. Vers 1880, les libraires font place aux restaurateurs qui utiliseront une partie et plus tard tout le rez-de-chaussée du bâtiment. Pensons notamment au Brokers’ Restaurant qui restera en activité pendant plus d’un demi-siècle. Situé au cœur du quartier des bourses et à proximité du palais de justice, l’immeuble abrite aussi des bureaux qui, au cours du XIXe siècle et de la première moitié du XXe, sont loués à des commissaires-priseurs, des courtiers, des notaires, des avocats et des compagnies d’assurances. Désirant probablement augmenter le nombre de bureaux disponibles, la succession Cherrier, propriétaire de l’immeuble depuis 1885, fait ajouter en 1912 un étage en brique et transformer le toit à deux versants en toit plat. Au même moment, le restaurant est agrandi par l'addition d’une cuisine d’un étage à l’arrière du côté nord. Par ailleurs, la vocation résidentielle du bâtiment perd graduellement de son importance. En 1885, seul le gardien de la maison-magasin y réside au troisième étage. Il en ira de même jusqu’aux années 1960. 

En 2005, alors qu’un restaurant occupe toujours le rez-de-chaussée de la maison-magasin, les étages supérieurs ont en quelque sorte retrouvé leur vocation d’origine en servant d’hôtel.",1842,,-73.5564,45.5032
0040-31-5419-00,Édifice du Merchants' Exchange,non applicable,211,211,rue,211,du,Saint-Sacrement,,Ville-Marie (Montréal),,1866,1867,-73.5565,45.503
0040-31-5980-01,Ancienne Bourse de Montréal,non applicable,453,453-457,rue,457,,Saint-François-Xavier,,Ville-Marie (Montréal),"Le Montreal Stock Exchange (Bourse de Montréal) fait construire cet édifice en 1903-1904. À la suite de l’incendie de l’immeuble du Board of Trade en janvier 1901, le Montreal Stock Exchange se retrouve sans lieu d’échanges. Le conseil d’administration décide alors de se doter d’un édifice comparable aux grandes bourses du monde. En janvier 1903, après de longues négociations, le Montreal Stock Exchange acquiert des sulpiciens une propriété sur la rue Saint-François-Xavier. Pour la conception de l’édifice, on fait appel à l’Américain George B. Post, au moment même où celui-ci dirige les travaux de la prestigieuse Bourse de New York sur Wall Street. Deux architectes locaux, Edward et William S. Maxwell, sont nommés pour superviser le chantier. Les architectes doivent d'ailleurs respecter des consignes particulières : le contrat de vente avec les sulpiciens est en effet assorti d’une clause qui refuse tout droit de vue des acheteurs sur les jardins du Séminaire situés à l’arrière de la propriété. Les ouvertures devront donc être élevées à six pieds du sol ou comblées par un vitrage givré. 

Les premières transactions s’effectuent sur le nouveau parquet le 29 juin 1904. Le Montreal Stock Exchange poursuit ses activités sur la rue Saint-François-Xavier jusqu’en octobre 1966, date à laquelle il déménage dans la nouvelle tour de la Bourse au square Victoria. Durant toute cette période, on note peu de changements, si ce n’est l’ajout d’un étage sur une partie de l’aile sud de l’édifice. Ces travaux surviennent probablement en 1928-1929 lors de la construction par le Montreal Stock Exchange du Montreal Curb Market, un immeuble qui jouxte l’aile sud de l’Ancienne Bourse. 

En 1966, la Bourse de Montréal se défait de l’édifice. Un organisme tente alors de le convertir en centre culturel. D’importants travaux de réaménagement d’intérieur sont entrepris, tandis qu’on ajoute un étage sur l’aile nord de l’édifice. Le projet avorte, mais il reprend vie presque aussitôt avec la location de l’immeuble par le théâtre du Centaur. La première saison de la compagnie a lieu en 1968 et, en 1973, elle acquiert le bâtiment. Le programme de rénovation entrepris quelques années auparavant est alors complété. En 2004, le théâtre du Centaur a inauguré sa 36e saison.",1903,1904,-73.5565,45.5036
0040-31-5980-02,Édifice Montreal Curb Market,non applicable,449,449-451,rue,451,,Saint-François-Xavier,,Ville-Marie (Montréal),"Le Montreal Stock Exchange (Bourse de Montréal) fait construire l’édifice du Montreal Curb Market en 1928-1929. En 1903, le Montreal Stock Exchange avait acquis des sulpiciens une grande propriété sur la rue Saint-François-Xavier. On construisit alors l’édifice du Montreal Stock Exchange sur la majeure partie du terrain, mais on avait conservé la vieille maison de deux étages et demi au sud. En 1928, on décide de démolir cette maison afin de construire un immeuble pour loger le Montreal Curb Market, une bourse où l’on transige des jeunes titres et des valeurs spéculatives. Le nouvel édifice est inauguré au début du mois de mai 1929.

Outre le Montréal Curb Market, deux compagnies liées directement au Montreal Stock Exchange occupent l’immeuble : le Exchange Clearing House et le Exchange Printing Co. La première effectue les virements entre les membres et la seconde imprime quotidiennement les transactions du Montreal Stock Exchange et du Montreal Curb Market.

En 1953, le Montréal Curb Market devient la Bourse Canadienne. À l’instar de la Bourse de Montréal, à laquelle elle est étroitement liée, la Bourse Canadienne déménage dans la tour de la Bourse sur la place Victoria en 1966. En 1973-1974, le nouveau propriétaire de l’édifice, le théâtre du Centaur, procède au recyclage du bâtiment. En 2004, la compagnie théâtrale de langue anglaise a inauguré sa 36e saison.",1928,1929,-73.5562,45.5034
0040-31-7133-00,Maison-magasin James-Hutchison,maison-magasin,430,430-434,rue,434,,Saint-François-Xavier,,Ville-Marie (Montréal),"Cette maison-magasin en pierre de trois étages, incluant le rez-de-chaussée, avec un coin arrondi est construite en 1841-1842. En août 1840, James Hutchison achète cet emplacement au coin des rues Saint-François-Xavier et Saint-Sacrement avec une maison en pierre d’un étage et autres bâtiments. Un litige concernant un mur mitoyen et la présence des premiers locataires en mai 1842, en l’occurrence les marchands de <i>dry goods</i> (tissus, mercerie et peut-être autres produits) Robert Patterson & Company, confirment une construction au cours de 1841-1842. Cette maison-magasin, comme d’autres bâtiments semblables, possède au départ une double vocation commerciale et résidentielle. Par exemple, en 1849, un épicier et un marchand établissent leur commerce respectif au rez-de-chaussée et résident au-dessus.

Jusqu’au début du XXe siècle, des locataires aux professions variées occupent les lieux, généralement plus d’un à la fois, notamment un exportateur de grains, des marchands et un notaire. Situé au cœur du quartier des bourses, l’immeuble est plus spécialement utilisé, entre 1865 et 1890, par des imprimeurs, dont l’entreprise J. Starke & Company, et par des courtiers. Par ailleurs, la fonction résidentielle du bâtiment disparaît complètement à compter de 1880. 

En 1910, The Royal Exchange Assurance achète de la succession Hutchison l’immeuble qui abritera son siège social jusqu’en 1955. Le bâtiment est alors connu sous le nom The Royal Exchange Building. Par la suite, il change quelques fois de propriétaires. Après avoir été occupé par un restaurant, il abrite en 2005 une boutique d’encadrement et des logements en co-propriété aux étages supérieurs.",1841,1842,-73.5563,45.5031
0040-31-8618-00,Édifice de la Montreal Telegraph,non applicable,422,422-424,rue,424,,Saint-François-Xavier,,Ville-Marie (Montréal),"Cet édifice demeure la propriété de la Montreal Telegraph Co., qui y occupe des bureaux pendant près de 75 ans. En 1870, cette entreprise de communication par fils achète de la succession Valois le lot situé au coin des rues Saint-François-Xavier et Saint-Sacrement. La compagnie, déjà en activité dans un édifice adjacent au lot acheté, est en pleine croissance sous la férule de son richissime président, Sir Hugh Montagu Allan. En 1872, la Montreal Telegraph démolit les bâtiments acquis deux ans plus tôt, construit son siège social en 1873 et s’y installe en 1874. Les anciens bâtiments logeaient de petits manufacturiers, quelques bureaux de professionnels, une compagnie d’assurance et un logement. C’est essentiellement le même type de distribution que l’on retrouve dans le nouvel édifice, le logement en moins et la Montreal Telegraph en plus. Mais il faut attendre 1875 avant de voir un nombre significatif de locataires s’installer dans l’immeuble.

Andrew Allan devient président de la Montreal Telegraph au début des années 1880. C’est également à cette époque qu’apparaît la Great North Western Telegraph Co., locataire pendant près de 40 ans et qui donne son nom à l’édifice au début du XXe siècle. On note la présence de plusieurs compagnies de télégraphie, dont celle du Canadien National, locataire des années 1920 à 1957, et propriétaire de l’édifice de 1954 à 1957. Quelques autres entreprises sont liées au domaine maritime. La Dow Jones Ltd. occupe des bureaux entre les deux guerres mondiales (la Bourse de Montréal se trouve alors de l’autre côté de la rue Saint-François-Xavier).

Glenco Investment achète l’immeuble en 1957. Les années 1960 amènent du changement. Plusieurs entreprises de graphisme s’y installent. La fonction résidentielle réapparaît, un journal hongrois y est produit, et un disco-bar ouvre ses portes. L’arrivée d’un nouveau propriétaire au milieu des années 1980 permet la rénovation de l’édifice avec l’aide d’une subvention accordée en 1989-90. L’édifice est aujourd’hui occupé par diverses entreprises liées notamment au monde de la publicité.
",1873,,-73.5561,45.5029
0040-31-8654-00,Immeuble Joseph-Amable-Berthelot,non applicable,439,439-447,rue,447,,Saint-François-Xavier,,Ville-Marie (Montréal),"L’ancien juge de la Cour Supérieure Joseph-Amable Berthelot fait construire cet immeuble de bureaux en 1886. Conçu par l’architecte Victor Roy, le bâtiment remplace deux immeubles servant de cabinets à des membres des professions libérales. À l’origine, il compte trois étages (incluant le rez-de-chaussée) et un demi-étage sous les combles. 

Parmi les premiers occupants, on retrouve entre autres les importateurs de matières premières Winn & Holland, la compagnie d’assurances Fire Insurance Association of London, les bureaux de la Merchant’s Bank of Halifax et une compagnie de télégraphie. En 1905, la succession de Joseph-Amable Berthelot engage l’architecte Joseph O. Turgeon afin d’ajouter deux étages à l’immeuble. Le nombre de locataires augmente considérablement après cette transformation.

En 1954, l’immeuble est acheté par la Fédération des oeuvres de charité canadiennes-françaises, un des ancêtres de l’organisme de charité Centraide. La Fédération occupe une partie de l’immeuble jusqu’aux années 1970. Le rez-de-chaussée est ensuite aménagé en restaurant, tandis que de nombreux organismes sans but lucratif (groupes populaires, syndicats, etc.) louent les locaux des étages supérieurs. En 1998-1999, l’immeuble est restauré et transformé en établissement hôtelier.",1886,,-73.5561,45.5033
0040-32-1407-01,Édifice des Sulpiciens III,non applicable,140,140,rue,140,,Notre-Dame,Ouest,Ville-Marie (Montréal),"La construction de cet immeuble de bureaux, le dernier érigé par les sulpiciens sur leurs terrains vacants de la rue Saint-François-Xavier, est réalisée en 1874. L'un des premiers locataires du rez-de-chaussée est une succursale de la Banque d'Hochelaga, remplacée par la Merchants Bank of Halifax à la fin des années 1880, puis par la Dominion Bank au début du XXe siècle. Plusieurs compagnies d'assurances se retrouvent aux étages supérieurs ainsi que les architectes Théodore Daoust à la fin du XIXe siècle et Eugène Payette de 1911 à 1947. Cet immeuble se signale par la stabilité remarquable de plusieurs locataires. Le record de longévité appartient néanmoins au concierge Willie Laroche qui travaille et demeure dans l'immeuble pendant environ 60 ans. 

Au début des années 1970, le rez-de-chaussée est occupé par un restaurant. Plus récemment, diverses entreprises spécialisées en design, en publicité et en communications occupent les étages supérieurs.


",1874,,-73.5572,45.5039
9842-63-8186-01,École primaire Louis-Hippolyte-La Fontaine,École,4245,4245,rue,4245,,Berri,,Le Plateau-Mont-Royal (Montréal),,NULL,NULL,-73.578023,45.523390
9942-45-9090-01,École Primaire Supérieure Le Plateau,École,3696,3700,avenue,3710,,Calixa-Lavallée,,Le Plateau-Mont-Royal (Montréal),,1930,1931,-73.567418,45.525310
9943-53-3063-01,Maison Henriette-Moreau,Maison isolée,4100,4100,avenue,4100,,De Lorimier,,Le Plateau-Mont-Royal (Montréal),,1870,1873,-73.566987,45.532206
0040-32-1407-02,Édifice des Sulpiciens II,non applicable,465,465-471,rue,471,,Saint-François-Xavier,,Ville-Marie (Montréal),"Construit en 1870 par les sulpiciens sur un terrain vacant, cet immeuble de bureaux situé à deux pas de la place d'Armes est occupé dès l'année suivante par plusieurs professionnels, marchands et compagnies d'assurances, dont certaines spécialisées dans le domaine maritime. De plus, une succursale de la Banque Royale du Canada s'installe au rez-de-chaussée. Parmi les premiers occupants, notons la présence de l'arpenteur et architecte Henri-Maurice Perrault, rejoint en 1874 par son fils Maurice et, en 1880, par l'architecte Albert Mesnard. En 1884, la firme Perrault et Mesnard quitte la rue Saint-François-Xavier pour s'installer directement sur la place d'Armes.

Dès 1880 un restaurateur occupe le rez-de-chaussée (Exchange Restaurant). En 1895, ce service n'est plus offert dans l'immeuble et il faudra attendra 35 ans pour y retrouver à nouveau un restaurant (Harry's Restaurant, Henry Sandwich Shoppe, Restaurant Place d'Armes) De 1900 au début des années 1960, les courtiers d'assurances et les courtiers en valeurs mobilières sont les principaux locataires de l'immeuble. Parmi ceux-ci, la firme L. J. Forget & Co. occupe à elle seule pendant quelques décennies, d'environ 1925 à 1955, tous les étages supérieurs du bâtiment. À partir des années 1960, on observe l'arrivée de plusieurs entreprises &#339;uvrant dans le domaine de l'édition et des voyages.


",1870,,-73.5569,45.5037
